No,gene,CNS_assoc_HPOs,CNS_HP_Count,pvalue_CNS_more,pvalue_CNS_less,DownGeneDrugs,UpGeneDrugs
2230,DGUOK,"HP:0002011, HP:0002059, HP:0002060, HP:0002120, HP:0002538, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0100547",13,,1.31214E-05,,
2231,DHCR24,"HP:0001273, HP:0002011, HP:0002060, HP:0002118, HP:0002500, HP:0002538, HP:0002977, HP:0007364, HP:0007370, HP:0007375, HP:0012443, HP:0012639, HP:0012759, HP:0100547",14,,0.000523448,,quercetin
2232,DHH,"HP:0002011, HP:0012443, HP:0012503, HP:0012639",4,,2.86074E-05,,
2233,DHODH,,,,4.40394E-05,,
2234,DHRS1,,,,3.23689E-07,,
2235,DHRS2,,,,1.6145E-11,,"albendazole, azacitidine, busulfan, corticosterone, cycloheximide, cytarabine, epinephrine, ethosuximide, fluconazole, flutamide, ketoprofen, naproxen, parbendazole, ritodrine, triamcinolone, vigabatrin, zonisamide"
2236,DHRS4,,,,0.000546237,,
2237,DHRS4-AS1,,,,0.00025701,,
2238,DHRS7C,,,,9.81219E-07,,
2239,DHRSX,,,0.006101603,,,
2240,DHX15,,,,3.76629E-06,,
2241,DHX16,"HP:0001273, HP:0002011, HP:0002060, HP:0002500, HP:0002977, HP:0007364, HP:0007370, HP:0012443, HP:0012639, HP:0012759, HP:0100547",11,,7.97941E-07,,
2242,DHX37,"HP:0001317, HP:0001321, HP:0002011, HP:0002060, HP:0002118, HP:0002538, HP:0002977, HP:0007360, HP:0007364, HP:0011282, HP:0011283, HP:0012443, HP:0012503, HP:0012639, HP:0012759, HP:0030047, HP:0100547",17,,5.65315E-10,,
2243,DHX38,HP:0012759,1,,2.5136E-07,,
2244,DHX57,,,1.6291E-05,,,
2245,DHX58,,,,0.000203908,,
2246,DHX8,,,,0.000667411,,
2247,DIABLO,,,,1.33146E-07,,
2248,DIDO1,,,,0.000374173,,
2249,DIMT1,,,,1.23672E-07,,
2250,DIO1,,,,2.38653E-06,,mifepristone
2251,DIO2,,,0.000879269,,,
2252,DIP2A,,,0.022256998,,,
2253,DIP2C,,,2.78885E-06,,,
2254,DIRAS1,,,2.96974E-08,,,
2255,DIRAS2,,,0.004917593,,,
2256,DIRC1,,,,1.29793E-05,,
2257,DISP1,"HP:0001273, HP:0001317, HP:0002011, HP:0002060, HP:0002118, HP:0002363, HP:0002418, HP:0002500, HP:0002538, HP:0002977, HP:0007361, HP:0007364, HP:0007370, HP:0007375, HP:0010651, HP:0010652, HP:0010653, HP:0010662, HP:0011282, HP:0011283, HP:0011751, HP:0012110, HP:0012443, HP:0012503, HP:0012639, HP:0012759, HP:0040327, HP:0100547, HP:0410043",29,7.69052E-06,,,
2258,DISP2,,,9.89103E-07,,,
2259,DKC1,"HP:0001317, HP:0001321, HP:0002011, HP:0002059, HP:0002060, HP:0002118, HP:0002120, HP:0002538, HP:0002977, HP:0007360, HP:0007364, HP:0007367, HP:0007369, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",20,,3.64372E-07,,
2260,DKFZP761J1410,,,4.77617E-08,,,
2261,DKK2,,,0.016810893,,,
2262,DLD,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,,1.29573E-06,,"cortisol, ethosuximide, fenoterol, primidone, progesterone"
2263,DLEU2L,,,0.000234105,,,
2264,DLEU7,,,1.14563E-10,,,
2265,DLG2,,,2.71192E-07,,,
2266,DLG3,"HP:0002011, HP:0012639, HP:0012703, HP:0012759",4,0.00545343,,,
2267,DLG4,"HP:0001272, HP:0001317, HP:0002011, HP:0002334, HP:0006855, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759",10,0.039160089,,,
2268,DLGAP1,,,6.54488E-08,,,
2269,DLGAP2,,,0.019978526,,,
2270,DLGAP3,,,2.45368E-05,,,
2271,DLGAP4,,,0.007467904,,,
2272,DLGAP5,,,,0.000430687,,
2273,DLK1,"HP:0002011, HP:0002060, HP:0002143, HP:0002538, HP:0002977, HP:0007364, HP:0010301, HP:0012443, HP:0012639, HP:0012759, HP:0100547, HP:0410043",12,,1.83239E-25,,"AM-580, busulfan, chloramphenicol, clomipramine, decitabine, diflorasone, diphenhydramine, etoposide, hydrocortisone, lonidamine, mestinon, misoprostol, nimodipine, phenylbutazone, phenytoin, thalidomide, trimethadione, TTNPB, zidovudine"
2274,DLK2,,,0.019823904,,,
2275,DLL3,"HP:0002011, HP:0002060, HP:0002143, HP:0002414, HP:0002977, HP:0007364, HP:0010301, HP:0010651, HP:0012443, HP:0012639, HP:0012759, HP:0100547, HP:0410043",13,1.71881E-05,,,
2276,DLX3,,,,4.88071E-09,,
2277,DLX4,HP:0012759,1,,9.62469E-07,,
2278,DMAP1,,,,2.5011E-10,,
2279,DMBT1,,,,1.63379E-11,,"ethinyl-estradiol, lamotrigine, propranolol"
2280,DMBX1,,,0.044717627,,,
2281,DMC1,,,,1.38766E-05,,
2282,DMD,"HP:0002011, HP:0012639, HP:0012703, HP:0012759",4,0.002046452,,isotretinoin,
2283,DMKN,,,,3.14633E-07,,
2284,DMP1,,,,0.000864455,,
2285,DMRT1,,,,3.74249E-06,,
2286,DMRT3,"HP:0002011, HP:0012443, HP:0012503, HP:0012639",4,,3.32498E-05,,
2287,DMRTA1,,,,8.52416E-07,,
2288,DMRTC2,,,,2.71815E-05,,
2289,DMXL1,,,0.001130363,,,
2290,DMXL2,"HP:0001272, HP:0001273, HP:0001317, HP:0001321, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002500, HP:0002506, HP:0002538, HP:0002977, HP:0006919, HP:0007360, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0010627, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012503, HP:0012639, HP:0012759, HP:0100547",27,7.77234E-05,,"cycloheximide, depomedrol, levisoprenaline, tolbutamide, valproic-acid, vidarabine",
2291,DNAAF3,"HP:0002011, HP:0002118, HP:0012443, HP:0012639, HP:0012759",5,,0.000172062,,
2292,DNAH10OS,,,0.000281352,,,
2293,DNAH14,,,0.012333374,,,
2294,DNAH17,,,,4.62527E-08,,
2295,DNAH6,,,0.012524865,,,
2296,DNAH7,,,0.029156999,,,
2297,DNAH8,,,,3.18177E-07,,
2298,DNAJA1,,,,1.75452E-05,,
2299,DNAJA3,,,,4.20601E-10,,"caffeine, cytochalasin-b, decitabine, ephedrine, ethotoin, imipramine, isoxsuprine, levodopa, methimazole, methotrexate, mifepristone, thiotepa"
2300,DNAJB1,,,,1.19002E-11,,"cyclosporin-a, heliotrine, pyrimethamine"
2301,DNAJB12,,,,1.34022E-06,,
2302,DNAJB14,,,0.028139431,,,
2303,DNAJB2,,,,3.65508E-06,,
2304,DNAJB5,,,0.003760231,,,
2305,DNAJB6,HP:0012639,1,,4.01948E-06,,"haloperidol, mepireserpate"
2306,DNAJC11,,,,6.79508E-06,,
2307,DNAJC14,,,,0.000313524,,
2308,DNAJC18,,,3.98046E-13,,,
2309,DNAJC19,"HP:0002011, HP:0002060, HP:0002363, HP:0007366, HP:0007367, HP:0010651, HP:0012443, HP:0012639, HP:0012759, HP:0100547, HP:0100700",11,,8.46609E-07,,
2310,DNAJC21,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012503, HP:0012639, HP:0012759, HP:0100547",9,,2.17226E-06,,
2311,DNAJC22,,,,1.14962E-07,,
2312,DNAJC24,,,0.00895295,,,
2313,DNAJC30,"HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002062, HP:0002120, HP:0002143, HP:0002414, HP:0002492, HP:0002538, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0007372, HP:0010301, HP:0010662, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547, HP:0100659, HP:0410043",26,,8.55698E-07,,
2314,DNAJC4,,,,4.39273E-06,,
2315,DNAJC6,"HP:0002011, HP:0007367, HP:0012443, HP:0012444, HP:0012639, HP:0012759",6,0.005148868,,"dacarbazine, sertaconazole",
2316,DNAJC7,,,,0.000513393,,
2317,DNAJC8,,,,8.50037E-05,,
2318,DNASE1L3,"HP:0002011, HP:0012639",2,,1.73417E-11,,lamotrigine
2319,DNER,,,1.56471E-08,,,
2320,DNM1,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002363, HP:0002500, HP:0002977, HP:0006919, HP:0007364, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",16,0.007866332,,,
2321,DNM1L,"HP:0001272, HP:0001273, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002363, HP:0002500, HP:0002506, HP:0002518, HP:0002977, HP:0007364, HP:0007366, HP:0007367, HP:0007369, HP:0007371, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0012762, HP:0100547",24,0.000168889,,"benzo(a)pyrene, cortisone, floxuridine, hydrocortisone, racephedrine, vidarabine, zidovudine",
2322,DNM3,,,4.85872E-07,,,
2323,DNMT1,"HP:0001272, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002118, HP:0002363, HP:0002500, HP:0002977, HP:0007366, HP:0007367, HP:0007369, HP:0010951, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0100547",19,,0.000139366,,
2324,DNPEP,,,,1.79848E-06,,
2325,DNPH1,,,,2.30721E-06,,
2326,DNTT,,,,1.79225E-09,,"CD-437, mestinon, solanine"
2327,DNTTIP2,,,,0.000288364,,phenylbutazone
2328,DOC2A,,,0.001401839,,,
2329,DOCK11,,,0.048975901,,,
2330,DOCK3,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002120, HP:0002500, HP:0002538, HP:0002977, HP:0006913, HP:0007364, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",17,1.13694E-07,,,
2331,DOCK4,,,5.99687E-07,,pseudoephedrine,
2332,DOCK5,,,,2.19503E-08,,
2333,DOCK7,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002120, HP:0002363, HP:0002500, HP:0002538, HP:0002977, HP:0007361, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0011282, HP:0011283, HP:0012105, HP:0012110, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",24,0.028153346,,,
2334,DOCK8,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002500, HP:0002538, HP:0002977, HP:0006919, HP:0007343, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0012443, HP:0012444, HP:0012639, HP:0012703, HP:0012759, HP:0025100, HP:0030047, HP:0100547, HP:0100659",24,,0.000476807,,
2335,DOHH,,,,2.89179E-09,,
2336,DOK1,,,,2.32807E-05,,
2337,DOK2,,,,6.07942E-06,,
2338,DOK5,,,0.001035261,,,
2339,DOK6,,,3.26408E-05,,,
2340,DOK7,"HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002118, HP:0002334, HP:0002977, HP:0006817, HP:0007360, HP:0010950, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759",15,,4.32082E-08,,
2341,DOPEY1,,,0.000150133,,,
2342,DOPEY2,,,0.00046284,,,
2343,DOT1L,,,,0.000757849,,
2344,DPCR1,,,,0.000592027,,
2345,DPEP2,,,,0.000522469,,
2346,DPF1,,,1.86466E-07,,,
2347,DPH1,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002118, HP:0002334, HP:0002500, HP:0002977, HP:0006817, HP:0007360, HP:0007364, HP:0007370, HP:0010950, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",21,,0.000144656,,
2348,DPH2,,,,6.59375E-07,,
2349,DPH3,,,,0.000122565,,
2350,DPM1,"HP:0001272, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002118, HP:0002363, HP:0002538, HP:0002977, HP:0006872, HP:0006879, HP:0007333, HP:0007361, HP:0007364, HP:0007367, HP:0007369, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100321, HP:0100547",24,,6.80079E-06,,
2351,DPM2,"HP:0001317, HP:0001321, HP:0002011, HP:0002060, HP:0002500, HP:0002518, HP:0002977, HP:0007360, HP:0007364, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0012762, HP:0100547",16,,4.17161E-08,,
2352,DPM3,"HP:0002011, HP:0002060, HP:0002500, HP:0002518, HP:0012443, HP:0012639, HP:0012759, HP:0100547, HP:0100659",9,,1.81639E-05,,
2353,DPP10,,,3.24249E-05,,,
2354,DPP4,,,,1.12051E-07,,"cortisone, indometacin, quinidine"
2355,DPP6,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,2.78795E-07,,,
2356,DPP7,,,,0.000976635,,
2357,DPP9,,,,2.6498E-05,,
2358,DPPA2,,,,0.000214276,,
2359,DPPA3,,,,9.25671E-06,,
2360,DPRX,,,,1.01148E-05,,
2361,DPT,,,,6.76961E-12,,androstenedione
2362,DPY19L1,,,0.000599826,,,
2363,DPY19L2,,,0.037540878,,,
2364,DPY19L4,,,,0.000376909,,
2365,DPY30,,,,0.000715836,,
2366,DPYS,"HP:0002011, HP:0002060, HP:0002062, HP:0002500, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,,0.000128066,,
2367,DPYSL2,,,3.15353E-09,,"albendazole, beclometasone, diphenhydramine, lithocholic-acid, progesterone, reserpine",
2368,DPYSL3,,,2.02382E-06,,"dexketoprofen, dichloroacetic-acid, mefenamic-acid, sparfloxacin, vigabatrin, vincristine",
2369,DPYSL4,,,4.60042E-07,,,
2370,DPYSL5,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002059, HP:0002060, HP:0002118, HP:0002120, HP:0002334, HP:0002500, HP:0002538, HP:0002977, HP:0006817, HP:0006913, HP:0006919, HP:0007343, HP:0007360, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0010950, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0025100, HP:0100547",31,2.75244E-14,,,
2371,DQX1,,,,1.90703E-05,,
2372,DR1,,,,1.8567E-05,,
2373,DRAM1,,,,2.16116E-06,,
2374,DRAP1,,,,3.80513E-07,,
2375,DRAXIN,,,2.35609E-10,,,
2376,DRG2,,,,3.52843E-06,,
2377,DROSHA,,,0.001599015,,caffeine,
2378,DRP2,,,0.006894733,,,
2379,DSC1,,,,3.40101E-08,,
2380,DSC2,,,,0.000398322,,
2381,DSC3,,,,9.13736E-09,,
2382,DSCAM,,,1.01138E-11,,,
2383,DSCAML1,,,0.000639923,,,
2384,DSCR8,,,,0.000170564,,
2385,DSG1,,,,4.89638E-07,,"digoxin, lonidamine"
2386,DSG2,,,,7.99219E-07,,
2387,DSG3,,,,1.33255E-06,,"cortisol, cycloheximide, hydrocortisone, leflunomide"
2388,DSG4,HP:0012759,1,,7.38675E-07,,
2389,DSN1,,,,1.47582E-05,,
2390,DSP,,,,4.70277E-07,,"acebutolol, albendazole, cortisol, cyclosporin-a, methyldopa, tolbutamide, vincristine"
2391,DST,,,7.98814E-05,,lithocholic-acid,
2392,DTD1,,,4.61432E-08,,,
2393,DTNA,,,2.08179E-06,,,
2394,DTNB,,,3.72883E-05,,,
2395,DTWD2,,,0.013012881,,,
2396,DTX1,,,0.000306888,,,
2397,DTX2,,,,0.000977049,,
2398,DTX3,,,0.000247687,,,
2399,DTX3L,,,,4.21965E-05,,
2400,DTYMK,,,,2.02154E-06,,
2401,DUOX2,"HP:0002011, HP:0012443, HP:0012503, HP:0012639, HP:0012759",5,,2.78041E-07,,"clomifene, diphenhydramine, etretinate, mitotane"
2402,DUOXA1,,,,1.68772E-05,,
2403,DUOXA2,"HP:0002011, HP:0012443, HP:0012503, HP:0012639, HP:0012759",5,,5.52842E-08,,
2404,DUS1L,,,,1.83768E-08,,
2405,DUS3L,,,,2.08635E-11,,
2406,DUSP1,,,,2.19804E-05,,"mometasone, vincristine"
2407,DUSP10,,,,0.00031931,,"epinephrine, sulfadiazine"
2408,DUSP11,,,,5.24567E-05,,chloramphenicol
2409,DUSP13,,,,2.53857E-08,,
2410,DUSP14,,,,0.000220157,,
2411,DUSP18,,,0.017676897,,,
2412,DUSP19,,,,4.05005E-06,,
2413,DUSP2,,,,8.63977E-07,,lynestrenol
2414,DUSP27,,,,0.000692478,,
2415,DUSP28,,,,1.19673E-07,,
2416,DUSP3,,,,0.000830295,,
2417,DUSP5,,,,1.59972E-06,,"chlordiazepoxide, clomifene, cycloheximide, cyclosporin-a, cyproterone, estradiol-benzoate, floxuridine, flubendazole, solanine, sparfloxacin"
2418,DUSP8,,,0.029455741,,,
2419,DUSP9,,,,1.49363E-13,,
2420,DUT,,,,1.26153E-07,,
2421,DUX4L4,,,,1.58526E-06,,
2422,DUXA,,,,0.000182647,,
2423,DVL1,HP:0012759,1,,1.71798E-05,,
2424,DVL2,,,,2.12849E-06,,
2425,DXO,,,,2.63835E-06,,
2426,DYM,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,0.006074452,,,
2427,DYNC1I1,,,9.21388E-05,,,
2428,DYNC1I2,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002363, HP:0002365, HP:0002500, HP:0002538, HP:0002977, HP:0006919, HP:0007362, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0007375, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",22,0.000542191,,,
2429,DYNC1LI1,,,0.006415793,,,
2430,DYNC2H1,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002118, HP:0002334, HP:0002500, HP:0002977, HP:0006817, HP:0007360, HP:0007364, HP:0007370, HP:0010950, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0100547",20,0.049699359,,,
2431,DYNLL1,,,,0.000944226,,
2432,DYNLRB1,,,,8.62496E-05,,
2433,DYRK1B,"HP:0002011, HP:0012443, HP:0012639, HP:0100659",4,,0.000257586,,
2434,DYSF,,,,7.65338E-06,,
2435,DYX1C1,,,0.011919141,,,
2436,DZANK1,,,0.00308753,,,
2437,DZIP1,,,6.29565E-05,,,
2438,DZIP1L,,,,8.70269E-05,,
2439,DZIP3,,,0.017390648,,,
2440,E2F1,,,,0.000104609,,
2441,E2F2,,,,8.42009E-06,,"albendazole, alitretinoin, caffeine, dacarbazine, epinephrine, flubendazole, mepireserpate, methyldopa, metronidazole, parbendazole, phenytoin, primidone, sparfloxacin"
2442,E2F4,,,,5.24712E-08,,
2443,E2F8,,,,1.25057E-06,,
2444,E4F1,,,,9.99391E-09,,
2445,EAF1,,,,5.55366E-05,,
2446,EAPP,,,,1.17164E-05,,etoposide
2447,EBF1,,,0.023533273,,,
2448,EBF3,"HP:0001272, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002334, HP:0002977, HP:0006817, HP:0007360, HP:0007364, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",17,0.009427851,,,
2449,EBI3,,,,1.17021E-05,,
2450,EBLN2,,,,0.000410148,,
2451,EBNA1BP2,,,,5.95189E-08,,levisoprenaline
2452,EBP,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002079, HP:0002118, HP:0002334, HP:0002500, HP:0002977, HP:0006817, HP:0006919, HP:0007360, HP:0007364, HP:0007370, HP:0010651, HP:0010950, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547, HP:0100700",25,,0.000259919,,
2453,ECE2,,,0.00676338,,,
2454,ECH1,,,,0.000115613,,
2455,ECHDC3,,,,1.29546E-11,,
2456,ECHS1,"HP:0002011, HP:0002060, HP:0012443, HP:0012639, HP:0012751, HP:0012759, HP:0100547",7,,4.92756E-08,,
2457,ECI1,,,,6.66795E-07,,
2458,ECI2,,,,0.000120625,,"alpha-estradiol, mepireserpate"
2459,ECSCR,,,,0.000821627,,
2460,EDA2R,"HP:0002011, HP:0012443, HP:0012503, HP:0012639",4,,1.44415E-05,,
2461,EDAR,,,,4.4348E-09,,
2462,EDARADD,,,,7.91541E-06,,
2463,EDC4,,,,0.000113378,,
2464,EDEM1,,,,1.19733E-05,,"isotretinoin, ochratoxin-a"
2465,EDEM2,,,,0.000443939,,
2466,EDEM3,"HP:0002011, HP:0002060, HP:0002500, HP:0002518, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,0.045400347,,chlorambucil,
2467,EDF1,,,,2.12857E-08,,ethinyl-estradiol
2468,EDIL3,,,7.50366E-05,,,
2469,EDN2,,,,2.12766E-09,,
2470,EEF1A1,,,,2.12241E-08,,
2471,EEF1A2,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002500, HP:0002538, HP:0002977, HP:0006919, HP:0007343, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0012443, HP:0012444, HP:0012639, HP:0012703, HP:0012759, HP:0025100, HP:0030047, HP:0100547",23,9.1797E-07,,"ephedrine, leflunomide, methimazole",
2472,EEF1B2,,,,4.14246E-08,,
2473,EEF1D,,,,4.70463E-09,,
2474,EEF1E1-BLOC1S5,,,0.001337441,,,
2475,EEF1G,,,,1.04323E-11,,
2476,EEF2,"HP:0001272, HP:0001317, HP:0002011, HP:0011282, HP:0011283, HP:0012443, HP:0012639",7,,1.20626E-09,,
2477,EEPD1,,,0.04214083,,,
2478,EFCAB3,,,,2.35989E-05,,
2479,EFCAB4A,,,,2.04876E-05,,
2480,EFCAB7,,,5.01674E-06,,,
2481,EFCAB9,,,,0.000297765,,
2482,EFEMP1,,,,7.63529E-05,,"epinephrine, imipramine, leflunomide, methimazole, progesterone, quercetin"
2483,EFEMP2,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,,0.000170857,,
2484,EFHC2,,,,0.000383735,,
2485,EFHD2,,,,0.000681451,,triamcinolone
2486,EFNA1,,,,4.49102E-05,,"diflunisal, indometacin"
2487,EFNA2,,,2.06496E-05,,,
2488,EFNA3,,,0.004169447,,,
2489,EFNA4,,,,2.55128E-05,,
2490,EFNB3,,,4.64633E-05,,flutamide,
2491,EFR3B,,,3.62261E-06,,,
2492,EFTUD2,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,,0.000647327,,
2493,EGFL6,,,,0.000790414,,"calcipotriol, indometacin"
2494,EGFL7,,,,0.000702842,,
2495,EGLN2,,,,2.21422E-07,,
2496,EGR1,,,,0.000198276,,"cyclopamine, lithocholic-acid, lynestrenol"
2497,EGR4,,,,1.70701E-05,,
2498,EHBP1,,,0.000250234,,,
2499,EHBP1L1,,,,0.000123366,,
2500,EHD1,,,,3.47246E-12,,
2501,EHD2,,,,1.75732E-08,,clomifene
2502,EHF,,,,1.91902E-10,,
2503,EHHADH,,,,1.78507E-05,,
2504,EID1,,,,0.000144339,,
2505,EID3,,,,7.05722E-07,,
2506,EIF1,,,,1.38157E-06,,
2507,EIF1AD,,,,8.79058E-09,,
2508,EIF1AX,,,,3.07912E-07,,"depomedrol, idoxuridine"
2509,EIF1AY,,,,0.000345151,,"azacitidine, cyclophosphamide, cytarabine, fluorouracil, mepireserpate, nimodipine, sulfasalazine, verapamil"
2510,EIF2A,,,,4.79982E-05,,
2511,EIF2AK1,,,,3.13721E-14,,
2512,EIF2AK3,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,,2.13531E-05,,
2513,EIF2B1,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547, HP:0100705",9,,4.89743E-06,,
2514,EIF2B4,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547, HP:0100705",9,,2.8413E-05,,
2515,EIF2D,,,,1.78238E-08,,
2516,EIF2S2,,,,5.41491E-06,,
2517,EIF2S3,"HP:0001273, HP:0002011, HP:0002060, HP:0002079, HP:0002118, HP:0002500, HP:0002977, HP:0006919, HP:0007364, HP:0007370, HP:0012443, HP:0012503, HP:0012639, HP:0012759, HP:0100547",15,,1.79389E-05,,"dimethadione, ethotoin, floxuridine, oxaprozin, phensuximide, vidarabine"
2518,EIF2S3L,,,,7.64033E-09,,
2519,EIF3A,,,,1.71759E-05,,
2520,EIF3B,,,,8.17004E-11,,
2521,EIF3C,,,,0.000182519,,
2522,EIF3CL,,,,0.000411989,,
2523,EIF3D,,,,3.83678E-06,,
2524,EIF3E,,,,1.87493E-05,,
2525,EIF3G,,,,6.26231E-07,,
2526,EIF3H,,,,9.90333E-07,,
2527,EIF3I,,,,1.3703E-05,,lithocholic-acid
2528,EIF3J,,,,1.43293E-07,,
2529,EIF3K,,,,4.35305E-05,,
2530,EIF3L,,,,4.94876E-05,,
2531,EIF4A1,,,,3.09131E-06,,
2532,EIF4A2,,,,9.81172E-08,,
2533,EIF4A3,HP:0012759,1,,1.65065E-07,,
2534,EIF4B,,,,0.000703983,,
2535,EIF4E2,,,,3.29397E-08,,
2536,EIF4EBP1,,,,0.000237429,,floxuridine
2537,EIF4EBP2,,,,5.59752E-05,,
2538,EIF4G1,"HP:0002011, HP:0002059, HP:0002060, HP:0002120, HP:0002538, HP:0002977, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0100547, HP:0100705",13,,6.01276E-06,,"ketoprofen, mephenytoin"
2539,EIF4G3,,,3.58321E-07,,,
2540,EIF4H,"HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002062, HP:0002120, HP:0002143, HP:0002414, HP:0002492, HP:0002538, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0007372, HP:0010301, HP:0010662, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547, HP:0100659, HP:0410043",26,,0.000277045,,
2541,EIF5,,,,1.44661E-06,,"diazepam, isotretinoin, lithocholic-acid, mometasone"
2542,EIF5A,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0100547",7,,7.38269E-06,,"betamethasone, calcipotriol, chloramphenicol, corynanthine, cyclopamine, diazepam, ephedrine, esmolol, ethotoin, isoxsuprine, levodopa, mebendazole, mefenamic-acid, oxaprozin, phensuximide, pyrimethamine, racephedrine, solanine, vidarabine, vinblastine"
2543,EIF5AL1,,,,1.29063E-07,,
2544,EIF5B,,,,4.67843E-07,,triamcinolone
2545,EIF6,,,,3.2042E-07,,
2546,ELAC2,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,,4.53981E-06,,
2547,ELANE,,,,8.69835E-06,,"chloramphenicol, clomipramine, cortisol, mestinon, metronidazole"
2548,ELAVL2,,,1.89679E-05,,,
2549,ELAVL3,,,1.05183E-19,,androstenedione,
2550,ELAVL4,,,2.39368E-07,,,
2551,ELF1,,,,0.000209118,,"chloramphenicol, isosorbide"
2552,ELF3,,,,4.70752E-26,,
2553,ELF4,,,,3.789E-06,,
2554,ELF5,,,,3.29648E-12,,lonidamine
2555,ELFN1,,,0.049664697,,,
